"Player Name", "World", "Combat Level", "Time In MS",
VerineCeles,386,60,1572226060806,
VereneClai,328,61,1572226186156,
CorissaCar,315,60,1572226301058,
PaviaSammy,368,60,1572226526071,
phyllio,328,36,1572226541419,
Just_Lumby,521,94,1572226701483,
KanyaAna,389,59,1572226792166,
RacheleEloi,517,60,1572226918887,
RorieKayce,313,60,1572227473550,
BobinaCr,325,61,1572228156072,
DottieFred,318,61,1572228184253,
dayhide,312,109,1572228832087,
DeborJacqu,309,61,1572228860454,
DirtyJerzyy,375,67,1572229054236,
traveler726,305,39,1572229061101,
Goofy Shark,495,74,1572229300559,
Iron Bobfeng,386,82,1572229451860,
Its TG1,357,38,1572229536946,
Sick A Mate,323,65,1572229682056,
corp scrty,522,124,1572229835214,
W Greencraft,523,71,1572229954021,
BobinaCr,333,61,1572230498239,
KarylinReik,333,61,1572230498374,
AshlaVikk,496,12,1572230575090,
xJokay,344,79,1572230581443,
Xefius,344,89,1572230581556,
Sammy wood,344,106,1572230581685,
Kirby Lynn,344,92,1572230581806,
StyleZulOsrs,362,90,1572230589170,
9tzhaar1289,347,112,1572230596384,
Lourde,347,117,1572230596559,
V2V2V2V2V2V2,347,123,1572230597696,
RenoNV USA,348,67,1572230784465,
BritOlympe6,354,60,1572231226206,
DMAX4LyFE,513,118,1572231232727,
Cali Blains,444,123,1572231244873,
monkeypker49,517,64,1572231449186,
SkeeterMack,311,87,1572231519413,
SkeeterMack,329,87,1572231745109,
i amcleaned,515,115,1572231761416,
i want 0s,517,123,1572231863581,
Magi Green,388,32,1572231907640,
monkeypker49,336,64,1572232591817,
AngeleJu,494,60,1572232599247,
Umbrella-05,342,64,1572235278720,
lacreo_pk,388,109,1572235924138,
wulby,337,108,1572236956086,
ST7T7T7T7T7T,322,124,1572237771068,
Good Kid,444,104,1572237793396,
Draphes,328,61,1572239448121,
Zerksez,336,87,1572240416812,
ABCDEFGHIJKS,515,106,1574471813813,
Reflates,359,125,1574473059739,
RUBY OHARA,359,108,1574474326247,
Castle Boys,377,104,1574550274835,
chivor77,323,81,1574550373133,
pure cutie,515,60,1574551554663,
DrBraaten,357,95,1574553731806,
Far Sail 961,362,85,1574553738196,
smartsuite,496,82,1574555901911,
schlufi_21,446,107,1574558836874,
Turkishk0ed,362,101,1574560497282,
Snuslakan,362,109,1574560497403,
schlufi_21,446,107,1574563058535,
LeagueDS24,350,96,1574564033496
